"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4211573";"";"None";"589.10";"2";"5.58";"30";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)COCc3ccccc3)cc2)n1";"IC50";"'='";"3620.0";"nM";"5.44";"";"";"UO_0000065";"9.24";"0.18";"-0.14";"5.38";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"3.62"
"CHEMBL1946170";"REGORAFENIB";"4.0";"482.82";"1";"5.69";"BAY73-4506";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1";"Activity";"'='";"-1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4725507";"Inhibition of mouse Abl assessed as remaining enzyme activity at 1 uM";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4725218";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 1.0 microM";"INHIBITOR";"";"-1.0"
"CHEMBL1946170";"REGORAFENIB";"4.0";"482.82";"1";"5.69";"BAY73-4506";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1";"Activity";"'='";"-7.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4725541";"Inhibition of mouse Abl assessed as remaining enzyme activity at 0.1 uM";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4725218";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 0.1 microM";"INHIBITOR";"";"-7.0"
"CHEMBL2178277";"";"None";"596.02";"1";"4.88";"6qo";"CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2186843";"Inhibition of Bcr-Abl T315I mutant-mediated CrkL phosphorylation in mouse BA/F3 cells by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2176963";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307634";"";"";"Active";""
"CHEMBL611357";"";"None";"251.13";"0";"2.79";"28";"Cc1c(CC(=O)Cl)csc1C(=O)CCl";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1042449";"Inhibition of mouse recombinant Abl expressed in Escherichia coli at 10 uM by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1152606";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10.0"
"CHEMBL259084";"MLN-8054";"1.0";"476.87";"1";"5.87";"MLN-8054";"O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1";"Activity";"'='";"31.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL927931";"Activity of mouse Abl kinase at 1 uM";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1147076";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";"";"";"";"31.0"
"CHEMBL596352";"";"None";"362.87";"0";"3.85";"39";"O=C(CBr)c1scc(Br)c1Br";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1042449";"Inhibition of mouse recombinant Abl expressed in Escherichia coli at 10 uM by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1152606";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10.0"
"CHEMBL396327";"";"None";"555.68";"2";"5.74";"10b";"O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1ccc(c(N3CCCC3)n1)CCCn1cc2c2ccccc21";"Inhibition";"'='";"110.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL886935";"Inhibition of mouse Abl kinase at 1 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1139192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"110.0"
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"2, GNF-2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1249224";"Inhibition of Bcr-abl E255V mutant tyrosine phosphorylation in mouse BA/F3cells p210 Bcr-abl after 90 mins";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"E255V";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"None";"";"";"Active";""
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"2, GNF-2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Inhibition";"";"";"%";"";"";"Not Evaluated";"UO_0000187";"";"";"";"";"0";"CHEMBL1249225";"Inhibition of Bcr-abl G250E mutant tyrosine phosphorylation in mouse BA/F3cells p210 Bcr-abl after 90 mins";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"G250E";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"None";"";"";"";""
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"2, GNF-2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Inhibition";"";"";"%";"";"";"Not Evaluated";"UO_0000187";"";"";"";"";"0";"CHEMBL1249227";"Inhibition of Bcr-abl M351T mutant tyrosine phosphorylation in mouse BA/F3cells p210 Bcr-abl after 90 mins";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"M351T";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"None";"";"";"";""
"CHEMBL1336";"SORAFENIB";"4.0";"464.83";"1";"5.55";"2, Nexavar";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1";"IC50";"'='";"225.9";"nM";"6.65";"";"";"UO_0000065";"14.30";"0.28";"1.10";"7.20";"0";"CHEMBL1220002";"Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212849";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"225.9"
"CHEMBL1213923";"";"None";"488.63";"0";"3.55";"5, Gleev-796";"CN1CCN(Cc2ccc(C(=O)Nc3ccc(OCCN4CCOCC4)c4ccccc34)cc2)CC1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1220002";"Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212849";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"30000.0"
"CHEMBL142711";"";"None";"318.42";"0";"3.69";"32";"O=C(CCl)c1cc(Br)c(Br)s1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1042449";"Inhibition of mouse recombinant Abl expressed in Escherichia coli at 10 uM by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1152606";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10.0"
"CHEMBL593628";"";"None";"362.87";"0";"3.85";"40";"O=C(CBr)c1cc(Br)c(Br)s1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1042449";"Inhibition of mouse recombinant Abl expressed in Escherichia coli at 10 uM by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1152606";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10.0"
"CHEMBL2316582";"OLVEREMBATINIB";"3.0";"532.57";"1";"4.68";"10a, GZD824";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL2318540";"Inhibition of BCR-ABL T315I mutant-mediated STAT5 phosphorylation in mouse BA/F3 cells after 4 hrs by Western blotting analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2311339";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307634";"";"";"";""
"CHEMBL4215496";"";"None";"589.10";"2";"5.58";"9";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)COCc2ccccc2)n1";"IC50";"'='";"1370.0";"nM";"5.86";"";"";"UO_0000065";"9.95";"0.19";"0.28";"5.80";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"1.37"
"CHEMBL1081312";"";"None";"319.37";"0";"3.07";"PP121";"Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1243946";"Inhibition of Bcr/Abl T315I mutant-mediated tyrosine phosphorylation in mouse BA/F3 cells at 0.08 to 20 uM after 120 mins by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat Chem Biol";"2008";"CHEMBL3307634";"";"";"Active";""
"CHEMBL3605774";"";"None";"516.53";"2";"5.52";"4e";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(C#Cc4cnc(NC5CC5)nc4)c3)cc(C(F)(F)F)c2)cn1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3607468";"Inhibition of Bcr-Abl T315I mutant in mouse BA/F3 cells assessed as total protein level of STAT5 at 4 to 500 nM after 4 hrs by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL3603836";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307634";"";"";"Not active";""
"CHEMBL120067";"";"None";"393.39";"1";"5.13";"19b";"COc1cc2[nH]c(C)nc2cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1";"Inhibition";"'='";"-15.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL846545";"Inhibition of human c-Abl at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1147484";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"-15.0"
"CHEMBL1689165";"";"None";"538.57";"2";"5.76";"rac-24a";"CC(Oc1cc(-n2cnc3cc(OC4CCN(C)CC4)ccc32)ccc1C(N)=O)c1ccccc1C(F)(F)F";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1693350";"Inhibition of mouse LCK at 2 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1687942";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"Active";""
"CHEMBL941";"IMATINIB";"4.0";"493.62";"0";"4.59";"imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2318541";"Inhibition of BCR-ABL T315I mutant-mediated CRK1 phosphorylation in mouse BA/F3 cells after 4 hrs by Western blotting analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2311339";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307634";"";"";"Not active";""
"CHEMBL1257308";"";"None";"424.40";"0";"4.16";"5h";"CS(=O)(=O)Nc1ccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261022";"Inhibition of Bcr-Abl E505K mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"E505K";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL1213922";"";"None";"459.55";"0";"3.23";"4, GleevAvar-Amide";"CNC(=O)c1cc(Oc2ccc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)cc2)ccn1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1220002";"Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212849";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"30000.0"
"CHEMBL1213924";"";"None";"498.90";"1";"6.91";"6, NexaVec";"Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1220002";"Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212849";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"1.0"
"CHEMBL1213925";"";"None";"493.91";"1";"5.87";"7, Nexa-796-NaPh";"O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(OCCN2CCOCC2)c2ccccc12";"IC50";"'='";"12930.0";"nM";"4.89";"";"";"UO_0000065";"9.90";"0.20";"-0.98";"7.78";"0";"CHEMBL1220002";"Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212849";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"12930.0"
"CHEMBL4212450";"";"None";"498.97";"0";"3.36";"10";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CO)n1";"IC50";"'='";"2070.0";"nM";"5.68";"";"";"UO_0000065";"11.39";"0.22";"2.32";"5.07";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.07"
"CHEMBL4208712";"";"None";"513.00";"1";"3.75";"12";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CCO)n1";"IC50";"'='";"2120.0";"nM";"5.67";"";"";"UO_0000065";"11.06";"0.22";"1.92";"5.06";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.12"
"CHEMBL4205869";"";"None";"470.92";"0";"4.33";"13";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc([N+](=O)[O-])c2)n1";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"10.97";"0.21";"0.84";"4.88";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"6.8"
"CHEMBL4202955";"";"None";"552.08";"1";"4.48";"18";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C=C/CN(C)C)c2)n1";"IC50";"'='";"7020.0";"nM";"5.15";"";"";"UO_0000065";"9.33";"0.18";"0.67";"5.42";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"7.02"
"CHEMBL4211573";"";"None";"589.10";"2";"5.58";"30";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)COCc3ccccc3)cc2)n1";"IC50";"'='";"2110.0";"nM";"5.68";"";"";"UO_0000065";"9.63";"0.18";"0.10";"5.62";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.11"
"CHEMBL4205869";"";"None";"470.92";"0";"4.33";"13";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc([N+](=O)[O-])c2)n1";"IC50";"'='";"9150.0";"nM";"5.04";"";"";"UO_0000065";"10.70";"0.21";"0.71";"4.76";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"9.15"
"CHEMBL3425671";"";"None";"482.97";"0";"4.38";"15";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(C)=O)c2)n1";"IC50";"'='";"5560.0";"nM";"5.25";"";"";"UO_0000065";"10.88";"0.21";"0.87";"5.72";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"5.56"
"CHEMBL4202413";"";"None";"589.10";"2";"5.58";"19";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)COCc3ccccc3)c2)n1";"IC50";"'='";"2870.0";"nM";"5.54";"";"";"UO_0000065";"9.41";"0.18";"-0.04";"5.48";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.87"
"CHEMBL4217686";"";"None";"513.00";"1";"3.75";"33";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CCO)cc2)n1";"IC50";"'='";"3350.0";"nM";"5.47";"";"";"UO_0000065";"10.67";"0.21";"1.72";"4.88";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"3.35"
"CHEMBL22978";"";"None";"353.40";"0";"3.46";"11";"CN1CCC(O)(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)o2)CC1";"IC50";"'='";"86759.0";"nM";"4.06";"";"";"UO_0000065";"11.49";"0.21";"0.60";"6.51";"0";"CHEMBL821543";"Inhibition of c-abl kinase";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1132910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"86.759"
"CHEMBL1257783";"";"None";"407.40";"0";"3.41";"16c";"FC(F)(F)Oc1ccc(Nc2ncnc3c2ccn3CCN2CCOCC2)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261022";"Inhibition of Bcr-Abl E505K mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"E505K";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"2, GNF-2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Inhibition";"'='";"4.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1249778";"Inhibition of mouse Abl activity at 10 uM by radiometric assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"None";"";"";"";"4.0"
